,tickers,Time of Creation,count
8900,NET,2020-10-15,1
8901,NET,2020-12-12,1
8896,NET,2020-12-21,2
8902,NET,2021-01-16,1
8903,NET,2021-01-29,1
8894,NET,2021-02-13,5
8904,NET,2021-05-20,1
8905,NET,2021-05-22,1
8906,NET,2021-07-22,1
8907,NET,2021-08-20,1
8908,NET,2021-10-14,1
8909,NET,2022-01-05,1
8910,NET,2022-05-04,1
8911,NET,2022-08-01,1
8912,NET,2022-08-18,1
8979,NFLX,2019-01-17,1
8980,NFLX,2019-04-14,1
8937,NFLX,2019-04-16,2
8981,NFLX,2019-04-25,1
8982,NFLX,2019-06-25,1
8983,NFLX,2019-07-18,1
8978,NFLX,2019-07-22,1
8977,NFLX,2019-08-08,1
8956,NFLX,2019-09-03,1
8922,NFLX,2019-09-24,3
8976,NFLX,2019-10-16,1
8957,NFLX,2019-10-17,1
8958,NFLX,2019-11-12,1
8938,NFLX,2019-11-30,2
8959,NFLX,2019-12-17,1
8960,NFLX,2019-12-18,1
8961,NFLX,2020-01-16,1
8921,NFLX,2020-01-19,4
8962,NFLX,2020-01-23,1
8963,NFLX,2020-01-25,1
8939,NFLX,2020-03-05,2
8964,NFLX,2020-03-23,1
8965,NFLX,2020-04-21,1
8940,NFLX,2020-07-16,2
8966,NFLX,2020-07-30,1
8936,NFLX,2020-08-12,2
8967,NFLX,2020-08-31,1
8968,NFLX,2020-09-07,1
8969,NFLX,2020-12-12,1
8927,NFLX,2021-01-02,2
8920,NFLX,2021-01-19,4
8970,NFLX,2021-01-24,1
8971,NFLX,2021-01-27,1
8919,NFLX,2021-04-05,4
8972,NFLX,2021-04-23,1
8973,NFLX,2021-06-08,1
8974,NFLX,2021-06-27,1
8928,NFLX,2021-06-28,2
8929,NFLX,2021-07-14,2
8975,NFLX,2021-08-05,1
8955,NFLX,2021-08-06,1
8923,NFLX,2021-08-08,3
8954,NFLX,2021-10-17,1
8941,NFLX,2021-10-22,1
8953,NFLX,2021-12-06,1
8942,NFLX,2022-01-03,1
8918,NFLX,2022-01-20,4
8924,NFLX,2022-01-21,3
8917,NFLX,2022-01-22,4
8930,NFLX,2022-01-23,2
8943,NFLX,2022-01-28,1
8931,NFLX,2022-01-29,2
8944,NFLX,2022-02-06,1
8945,NFLX,2022-02-17,1
8932,NFLX,2022-04-15,2
8933,NFLX,2022-04-18,2
8913,NFLX,2022-04-19,8
8914,NFLX,2022-04-20,8
8916,NFLX,2022-04-21,4
8946,NFLX,2022-04-23,1
8947,NFLX,2022-04-24,1
8948,NFLX,2022-05-16,1
8949,NFLX,2022-05-23,1
8950,NFLX,2022-06-05,1
8951,NFLX,2022-07-05,1
8925,NFLX,2022-07-18,3
8915,NFLX,2022-07-19,4
8926,NFLX,2022-07-20,3
8952,NFLX,2022-08-01,1
8934,NFLX,2022-10-18,2
8935,NFLX,2022-10-30,2
8985,NG,2020-04-01,1
8986,NG,2020-06-20,1
8987,NG,2021-03-30,1
8988,NG,2021-06-03,1
8989,NG,2021-06-04,1
8990,NG,2021-06-10,1
8991,NG,2022-04-29,1
8984,NG,2022-06-25,3
8992,NGL,2021-09-23,1
8993,NGS,2021-06-05,1
8995,NH,2020-04-01,1
8994,NH,2020-12-13,1
8997,NHI,2021-05-15,1
8996,NHI,2021-05-27,1
8999,NHS,2021-02-21,1
9000,NHS,2021-03-30,1
9001,NHS,2021-05-27,1
8998,NHS,2021-07-01,4
9002,NI,2021-05-10,3
9004,NICE,2019-08-06,1
9005,NICE,2020-03-31,1
9003,NICE,2021-01-30,2
9006,NICE,2021-02-01,1
9007,NICE,2021-02-18,1
9008,NICE,2021-02-26,1
9009,NICE,2021-03-10,1
9010,NICE,2021-06-09,1
9011,NICE,2021-11-08,1
9012,NICE,2022-04-26,1
9013,NICE,2022-08-08,1
9014,NICE,2022-08-16,1
9015,NICE,2022-10-09,1
9016,NIM,2020-07-15,2
9017,NIM,2021-06-09,1
9115,NIO,2019-02-27,1
9116,NIO,2019-03-06,1
9118,NIO,2019-04-03,1
9117,NIO,2019-08-08,1
9119,NIO,2019-12-30,1
9143,NIO,2020-01-27,1
9066,NIO,2020-02-25,2
9145,NIO,2020-03-16,1
9146,NIO,2020-05-10,1
9147,NIO,2020-06-24,1
9148,NIO,2020-07-02,1
9035,NIO,2020-07-03,6
9149,NIO,2020-07-05,1
9150,NIO,2020-07-09,1
9151,NIO,2020-07-10,1
9152,NIO,2020-07-13,1
9153,NIO,2020-07-16,1
9064,NIO,2020-07-17,3
9027,NIO,2020-08-09,9
9029,NIO,2020-08-23,8
9154,NIO,2020-08-25,1
9155,NIO,2020-08-27,1
9081,NIO,2020-09-06,2
9065,NIO,2020-10-12,3
9082,NIO,2020-10-14,2
9063,NIO,2020-10-16,3
9156,NIO,2020-10-29,1
9041,NIO,2020-11-02,5
9052,NIO,2020-11-03,4
9083,NIO,2020-11-04,2
9062,NIO,2020-11-06,3
9157,NIO,2020-11-07,1
9042,NIO,2020-11-08,5
9158,NIO,2020-11-09,1
9084,NIO,2020-11-10,2
9043,NIO,2020-11-11,5
9021,NIO,2020-11-12,19
9018,NIO,2020-11-13,26
9019,NIO,2020-11-14,21
9022,NIO,2020-11-15,17
9031,NIO,2020-11-16,7
9028,NIO,2020-11-17,9
9034,NIO,2020-11-18,6
9051,NIO,2020-11-19,4
9159,NIO,2020-11-21,1
9160,NIO,2020-11-22,1
9044,NIO,2020-11-23,5
9085,NIO,2020-11-24,2
9054,NIO,2020-11-25,3
9036,NIO,2020-11-27,6
9161,NIO,2020-11-28,1
9061,NIO,2020-11-29,3
9086,NIO,2020-12-01,2
9087,NIO,2020-12-02,2
9032,NIO,2020-12-03,7
9162,NIO,2020-12-04,1
9045,NIO,2020-12-05,4
9163,NIO,2020-12-11,1
9025,NIO,2020-12-12,13
9030,NIO,2020-12-14,8
9144,NIO,2020-12-16,1
9142,NIO,2020-12-17,1
9121,NIO,2020-12-21,1
9088,NIO,2020-12-22,2
9141,NIO,2020-12-24,1
9089,NIO,2020-12-28,2
9122,NIO,2020-12-30,1
9090,NIO,2020-12-31,2
9040,NIO,2021-01-03,5
9091,NIO,2021-01-04,2
9092,NIO,2021-01-05,2
9123,NIO,2021-01-06,1
9124,NIO,2021-01-07,1
9125,NIO,2021-01-08,1
9026,NIO,2021-01-09,11
9055,NIO,2021-01-10,3
9033,NIO,2021-01-11,7
9126,NIO,2021-01-15,1
9127,NIO,2021-01-16,1
9128,NIO,2021-01-17,1
9129,NIO,2021-01-18,1
9130,NIO,2021-01-19,1
9080,NIO,2021-01-20,2
9131,NIO,2021-01-22,1
9132,NIO,2021-01-23,1
9133,NIO,2021-01-27,1
9056,NIO,2021-01-28,3
9057,NIO,2021-01-31,3
9046,NIO,2021-02-01,4
9058,NIO,2021-02-02,3
9067,NIO,2021-02-03,2
9134,NIO,2021-02-04,1
9135,NIO,2021-02-10,1
9136,NIO,2021-02-12,1
9047,NIO,2021-02-14,4
9137,NIO,2021-02-19,1
9138,NIO,2021-03-04,1
9139,NIO,2021-03-08,1
9038,NIO,2021-03-13,6
9068,NIO,2021-03-14,2
9023,NIO,2021-03-15,17
9069,NIO,2021-03-16,2
9070,NIO,2021-03-30,2
9140,NIO,2021-04-02,1
9024,NIO,2021-04-06,15
9120,NIO,2021-04-15,1
9071,NIO,2021-04-24,2
9072,NIO,2021-04-30,2
9114,NIO,2021-05-05,1
9113,NIO,2021-05-14,1
9073,NIO,2021-05-26,2
9039,NIO,2021-06-01,5
9112,NIO,2021-06-05,1
9059,NIO,2021-06-10,3
9093,NIO,2021-06-12,1
9074,NIO,2021-06-20,2
9048,NIO,2021-06-27,4
9094,NIO,2021-07-01,1
9075,NIO,2021-07-04,2
9020,NIO,2021-07-05,20
9095,NIO,2021-07-11,1
9037,NIO,2021-07-12,6
9096,NIO,2021-07-23,1
9097,NIO,2021-08-03,1
9049,NIO,2021-08-16,4
9098,NIO,2021-08-17,1
9099,NIO,2021-09-10,1
9100,NIO,2021-10-12,1
9076,NIO,2021-10-13,2
9050,NIO,2021-11-28,4
9101,NIO,2021-12-01,1
9077,NIO,2021-12-17,2
9102,NIO,2021-12-20,1
9103,NIO,2021-12-27,1
9078,NIO,2021-12-29,2
9104,NIO,2021-12-30,1
9105,NIO,2022-01-08,1
9079,NIO,2022-03-23,2
9106,NIO,2022-03-26,1
9107,NIO,2022-04-02,1
9108,NIO,2022-06-08,1
9060,NIO,2022-06-23,3
9109,NIO,2022-08-12,1
9053,NIO,2022-09-03,3
9110,NIO,2022-10-19,1
9111,NIO,2022-11-05,1
9168,NKE,2019-02-20,1
9165,NKE,2020-02-19,2
9166,NKE,2020-03-25,2
9164,NKE,2020-10-06,3
9167,NKE,2021-07-04,2
9190,NKLA,2020-06-03,2
9178,NKLA,2020-06-08,4
9224,NKLA,2020-06-09,1
9223,NKLA,2020-06-13,1
9193,NKLA,2020-06-20,2
9189,NKLA,2020-06-21,3
9222,NKLA,2020-06-22,1
9194,NKLA,2020-06-23,2
9203,NKLA,2020-07-04,1
9174,NKLA,2020-07-07,7
9204,NKLA,2020-07-17,1
9183,NKLA,2020-07-21,3
9176,NKLA,2020-07-22,5
9205,NKLA,2020-07-24,1
9206,NKLA,2020-07-26,1
9195,NKLA,2020-07-28,2
9207,NKLA,2020-07-31,1
9208,NKLA,2020-08-03,1
9196,NKLA,2020-08-04,2
9209,NKLA,2020-08-09,1
9184,NKLA,2020-08-10,3
9197,NKLA,2020-08-11,2
9210,NKLA,2020-08-28,1
9192,NKLA,2020-09-08,2
9211,NKLA,2020-09-10,1
9179,NKLA,2020-09-11,4
9171,NKLA,2020-09-14,11
9173,NKLA,2020-09-15,8
9169,NKLA,2020-09-16,20
9177,NKLA,2020-09-17,4
9170,NKLA,2020-09-18,13
9198,NKLA,2020-09-20,2
9175,NKLA,2020-09-21,5
9185,NKLA,2020-09-24,3
9202,NKLA,2020-09-25,1
9212,NKLA,2020-09-26,1
9180,NKLA,2020-09-27,4
9172,NKLA,2020-09-30,9
9213,NKLA,2020-10-01,1
9214,NKLA,2020-10-02,1
9215,NKLA,2020-11-08,1
9216,NKLA,2020-11-14,1
9199,NKLA,2020-11-19,2
9217,NKLA,2020-11-24,1
9218,NKLA,2020-11-28,1
9200,NKLA,2020-11-30,2
9219,NKLA,2020-12-02,1
9201,NKLA,2020-12-07,2
9186,NKLA,2020-12-10,3
9220,NKLA,2020-12-11,1
9221,NKLA,2020-12-25,1
9225,NKLA,2020-12-30,1
9226,NKLA,2021-01-03,1
9227,NKLA,2021-01-04,1
9228,NKLA,2021-01-11,1
9181,NKLA,2021-01-12,4
9229,NKLA,2021-02-03,1
9230,NKLA,2021-03-12,1
9231,NKLA,2021-04-05,1
9187,NKLA,2021-04-23,3
9188,NKLA,2021-05-02,3
9191,NKLA,2021-06-10,2
9232,NKLA,2021-06-16,1
9233,NKLA,2021-06-23,1
9234,NKLA,2021-07-12,1
9235,NKLA,2021-08-01,1
9236,NKLA,2021-09-09,1
9237,NKLA,2021-09-15,1
9238,NKLA,2021-09-17,1
9239,NKLA,2021-09-22,1
9182,NKLA,2021-10-26,3
9240,NKLA,2021-11-20,1
9241,NKLA,2021-11-29,1
9242,NLSP,2021-03-12,1
9243,NLY,2020-07-30,1
9244,NM,2019-04-20,1
9245,NM,2020-04-01,1
9246,NM,2020-06-19,1
9248,NMS,2021-01-28,1
9247,NMS,2021-11-18,2
9254,NNDM,2020-11-28,2
9261,NNDM,2021-01-19,1
9251,NNDM,2021-01-20,6
9249,NNDM,2021-04-01,22
9260,NNDM,2021-04-27,1
9257,NNDM,2021-05-01,1
9259,NNDM,2021-05-10,1
9258,NNDM,2021-05-26,1
9252,NNDM,2021-06-04,6
9255,NNDM,2021-06-09,2
9256,NNDM,2021-06-17,2
9250,NNDM,2021-06-27,8
9253,NNDM,2021-10-18,3
9262,NNN,2019-11-23,2
9264,NNOX,2021-04-02,1
9263,NNOX,2021-11-14,3
9265,NOAH,2021-09-15,3
9268,NOC,2019-05-31,1
9267,NOC,2020-03-30,3
9269,NOC,2020-07-30,1
9266,NOC,2021-03-30,4
9270,NOC,2021-04-30,1
9271,NOC,2021-05-07,1
9272,NOC,2021-07-13,1
9327,NOK,2019-10-24,2
9328,NOK,2020-03-16,2
9331,NOK,2020-07-07,1
9311,NOK,2020-07-08,3
9293,NOK,2020-10-17,6
9298,NOK,2020-10-24,5
9332,NOK,2020-12-08,1
9329,NOK,2020-12-10,2
9330,NOK,2021-01-12,2
9333,NOK,2021-01-14,1
9334,NOK,2021-01-15,1
9335,NOK,2021-01-17,1
9326,NOK,2021-01-18,2
9312,NOK,2021-01-19,3
9284,NOK,2021-01-20,14
9296,NOK,2021-01-21,6
9280,NOK,2021-01-22,19
9295,NOK,2021-01-23,6
9319,NOK,2021-01-24,2
9273,NOK,2021-01-25,69
9282,NOK,2021-01-26,18
9278,NOK,2021-01-27,25
9277,NOK,2021-01-28,26
9275,NOK,2021-01-29,37
9274,NOK,2021-01-30,39
9285,NOK,2021-01-31,13
9276,NOK,2021-02-01,27
9281,NOK,2021-02-02,18
9279,NOK,2021-02-03,24
9292,NOK,2021-02-04,9
9320,NOK,2021-02-08,2
9313,NOK,2021-02-09,3
9309,NOK,2021-02-12,4
9288,NOK,2021-02-13,11
9336,NOK,2021-02-14,1
9321,NOK,2021-02-18,2
9337,NOK,2021-02-19,1
9338,NOK,2021-02-20,1
9322,NOK,2021-02-22,2
9339,NOK,2021-02-24,1
9297,NOK,2021-02-25,5
9340,NOK,2021-02-26,1
9341,NOK,2021-03-02,1
9291,NOK,2021-03-04,9
9342,NOK,2021-03-09,1
9290,NOK,2021-03-11,9
9343,NOK,2021-03-12,1
9299,NOK,2021-03-13,5
9287,NOK,2021-03-14,11
9308,NOK,2021-03-15,4
9310,NOK,2021-03-16,3
9344,NOK,2021-03-17,1
9314,NOK,2021-04-14,3
9345,NOK,2021-04-20,1
9346,NOK,2021-04-28,1
9289,NOK,2021-04-29,10
9347,NOK,2021-05-01,1
9323,NOK,2021-05-02,2
9286,NOK,2021-05-03,11
9307,NOK,2021-05-04,4
9315,NOK,2021-05-07,3
9306,NOK,2021-05-09,4
9305,NOK,2021-05-10,4
9348,NOK,2021-05-12,1
9349,NOK,2021-05-22,1
9304,NOK,2021-05-27,4
9350,NOK,2021-05-30,1
9301,NOK,2021-06-02,5
9294,NOK,2021-06-03,6
9283,NOK,2021-06-04,17
9303,NOK,2021-06-05,4
9316,NOK,2021-06-07,3
9351,NOK,2021-06-13,1
9324,NOK,2021-06-20,2
9317,NOK,2021-06-25,3
9352,NOK,2021-06-27,1
9353,NOK,2021-06-28,1
9354,NOK,2021-07-09,1
9325,NOK,2021-07-13,2
9355,NOK,2021-07-20,1
9356,NOK,2021-07-29,1
9300,NOK,2021-08-13,5
9302,NOK,2021-09-19,5
9318,NOK,2022-01-13,3
9357,NOK,2022-03-31,1
9358,NOK,2022-07-21,1
9385,NOTE,2020-03-03,1
9386,NOTE,2020-05-14,1
9387,NOTE,2020-11-27,1
9388,NOTE,2021-01-21,1
9359,NOTE,2021-01-28,3
9389,NOTE,2021-01-30,1
9360,NOTE,2021-02-02,2
9390,NOTE,2021-02-10,1
9391,NOTE,2021-02-22,1
9384,NOTE,2021-02-23,1
9382,NOTE,2021-02-26,1
9361,NOTE,2021-03-09,1
9381,NOTE,2021-03-13,1
9362,NOTE,2021-03-14,1
9363,NOTE,2021-03-15,1
9364,NOTE,2021-04-28,1
9365,NOTE,2021-05-31,1
9366,NOTE,2021-06-08,1
9367,NOTE,2021-06-10,1
9368,NOTE,2021-06-13,1
9369,NOTE,2021-06-14,1
9370,NOTE,2021-06-18,1
9371,NOTE,2021-06-26,1
9372,NOTE,2021-06-30,1
9373,NOTE,2021-07-03,1
9374,NOTE,2021-07-10,1
9375,NOTE,2021-08-17,1
9376,NOTE,2021-08-29,1
9377,NOTE,2021-09-04,1
9378,NOTE,2021-09-11,1
9379,NOTE,2021-11-01,1
9380,NOTE,2021-12-26,1
9392,NOTE,2022-07-17,1
9383,NOTE,2022-08-16,1
9393,NOTE,2022-08-29,1
9394,NOV,2019-10-08,1
9395,NOV,2020-07-23,1
9396,NOV,2021-09-19,1
9397,NOV,2021-10-27,1
9398,NOVA,2021-01-07,2
9399,NPO,2021-02-24,2
9400,NPV,2020-04-03,1
9401,NRG,2021-05-19,2
9402,NRG,2021-06-01,1
9403,NRGV,2022-03-05,1
9405,NSA,2020-01-18,1
9406,NSA,2020-07-29,1
9404,NSA,2020-12-04,2
9407,NSA,2020-12-13,1
9408,NSA,2021-01-16,1
9409,NSA,2021-02-13,1
9410,NSA,2021-06-06,1
9411,NSA,2021-10-06,1
9412,NSC,2021-05-27,1
9413,NSSC,2021-02-15,3
9414,NTGR,2020-04-22,1
9415,NTLA,2021-06-30,1
9416,NTLA,2021-07-04,1
9417,NTR,2019-02-06,1
9418,NTR,2020-06-18,1
9419,NU,2022-01-11,8
9422,NUE,2021-05-15,1
9420,NUE,2021-06-16,3
9421,NUE,2021-06-17,1
9432,NVAX,2020-07-17,4
9434,NVAX,2020-07-18,2
9435,NVAX,2020-07-19,2
9429,NVAX,2020-08-04,10
9423,NVAX,2020-11-24,25
9424,NVAX,2020-11-29,21
9437,NVAX,2020-11-30,1
9428,NVAX,2020-12-10,11
9444,NVAX,2021-01-23,1
9426,NVAX,2021-01-28,17
9436,NVAX,2021-01-29,2
9425,NVAX,2021-01-31,17
9438,NVAX,2021-02-22,1
9439,NVAX,2021-03-12,1
9427,NVAX,2021-04-06,15
9440,NVAX,2021-05-28,1
9441,NVAX,2021-10-21,1
9433,NVAX,2021-10-24,4
9442,NVAX,2021-12-21,1
9431,NVAX,2021-12-23,5
9430,NVAX,2021-12-24,7
9443,NVAX,2022-01-05,1
9459,NVDA,2019-01-06,2
9456,NVDA,2019-01-28,3
9460,NVDA,2019-02-06,2
9532,NVDA,2019-02-14,1
9533,NVDA,2019-04-28,1
9534,NVDA,2019-05-04,1
9468,NVDA,2019-05-06,2
9535,NVDA,2019-08-15,1
9536,NVDA,2019-11-12,1
9537,NVDA,2019-11-14,1
9469,NVDA,2019-11-15,2
9538,NVDA,2020-01-02,1
9539,NVDA,2020-02-05,1
9470,NVDA,2020-04-01,2
9540,NVDA,2020-05-11,1
9541,NVDA,2020-05-21,1
9542,NVDA,2020-05-23,1
9543,NVDA,2020-07-06,1
9471,NVDA,2020-07-09,2
9449,NVDA,2020-08-12,5
9544,NVDA,2020-08-15,1
9445,NVDA,2020-08-16,11
9531,NVDA,2020-08-18,1
9530,NVDA,2020-08-19,1
9450,NVDA,2020-08-23,4
9457,NVDA,2020-08-25,3
9522,NVDA,2020-08-28,1
9467,NVDA,2020-09-01,2
9529,NVDA,2020-09-05,1
9501,NVDA,2020-10-02,1
9458,NVDA,2020-11-14,3
9502,NVDA,2020-11-15,1
9503,NVDA,2020-11-18,1
9504,NVDA,2020-11-22,1
9505,NVDA,2020-11-27,1
9506,NVDA,2020-12-15,1
9507,NVDA,2021-01-10,1
9508,NVDA,2021-01-14,1
9509,NVDA,2021-01-20,1
9473,NVDA,2021-01-23,2
9510,NVDA,2021-02-01,1
9511,NVDA,2021-02-14,1
9446,NVDA,2021-02-22,7
9512,NVDA,2021-02-27,1
9513,NVDA,2021-03-09,1
9514,NVDA,2021-03-14,1
9515,NVDA,2021-04-19,1
9474,NVDA,2021-04-24,2
9516,NVDA,2021-05-30,1
9517,NVDA,2021-06-04,1
9518,NVDA,2021-06-14,1
9519,NVDA,2021-06-19,1
9475,NVDA,2021-06-21,2
9500,NVDA,2021-06-28,1
9498,NVDA,2021-07-02,1
9448,NVDA,2021-07-05,5
9477,NVDA,2021-07-06,1
9497,NVDA,2021-07-28,1
9455,NVDA,2021-08-23,3
9478,NVDA,2021-10-29,1
9479,NVDA,2021-10-30,1
9453,NVDA,2021-11-04,3
9480,NVDA,2021-11-05,1
9481,NVDA,2021-11-08,1
9482,NVDA,2021-11-09,1
9476,NVDA,2021-11-12,2
9454,NVDA,2021-11-17,3
9451,NVDA,2021-11-18,4
9483,NVDA,2021-11-19,1
9484,NVDA,2021-11-22,1
9485,NVDA,2021-11-23,1
9486,NVDA,2021-11-24,1
9487,NVDA,2021-11-26,1
9488,NVDA,2021-12-04,1
9489,NVDA,2021-12-08,1
9490,NVDA,2021-12-15,1
9491,NVDA,2021-12-19,1
9492,NVDA,2021-12-21,1
9472,NVDA,2022-01-08,2
9493,NVDA,2022-01-11,1
9466,NVDA,2022-02-07,2
9465,NVDA,2022-02-15,2
9447,NVDA,2022-02-16,5
9452,NVDA,2022-02-17,4
9461,NVDA,2022-02-18,2
9494,NVDA,2022-03-20,1
9495,NVDA,2022-03-26,1
9496,NVDA,2022-04-01,1
9520,NVDA,2022-05-21,1
9499,NVDA,2022-05-23,1
9462,NVDA,2022-05-25,2
9521,NVDA,2022-06-08,1
9523,NVDA,2022-07-18,1
9524,NVDA,2022-07-19,1
9525,NVDA,2022-07-20,1
9463,NVDA,2022-09-01,2
9526,NVDA,2022-10-21,1
9527,NVDA,2022-10-23,1
9464,NVDA,2022-10-24,2
9528,NVDA,2022-10-29,1
9545,NVO,2020-06-23,1
9546,NVR,2021-06-22,1
9548,NVTA,2020-09-26,1
9549,NVTA,2021-04-24,1
9550,NVTA,2021-04-30,1
9547,NVTA,2022-08-10,2
9551,NVX,2020-11-24,3
9552,NWL,2021-02-12,2
9553,NXE,2021-09-01,2
9554,NXE,2021-09-09,1
9555,NXPI,2021-04-24,1
9619,NYC,2019-01-12,1
9620,NYC,2019-06-07,1
9621,NYC,2019-09-23,1
9622,NYC,2019-10-02,1
9623,NYC,2020-01-19,1
9624,NYC,2020-01-28,1
9625,NYC,2020-02-25,1
9618,NYC,2020-02-27,1
9617,NYC,2020-03-01,1
9596,NYC,2020-03-02,1
9616,NYC,2020-03-05,1
9566,NYC,2020-03-14,2
9597,NYC,2020-03-15,1
9598,NYC,2020-03-19,1
9560,NYC,2020-03-20,3
9557,NYC,2020-03-21,4
9599,NYC,2020-03-23,1
9567,NYC,2020-03-25,2
9600,NYC,2020-03-26,1
9561,NYC,2020-03-27,3
9558,NYC,2020-03-28,4
9601,NYC,2020-04-01,1
9602,NYC,2020-04-04,1
9570,NYC,2020-04-05,2
9603,NYC,2020-04-06,1
9604,NYC,2020-04-07,1
9605,NYC,2020-04-08,1
9606,NYC,2020-04-09,1
9607,NYC,2020-04-10,1
9608,NYC,2020-04-23,1
9562,NYC,2020-04-27,3
9609,NYC,2020-05-05,1
9563,NYC,2020-05-24,3
9610,NYC,2020-06-02,1
9571,NYC,2020-08-27,2
9611,NYC,2020-09-06,1
9572,NYC,2020-10-06,2
9612,NYC,2020-10-17,1
9613,NYC,2020-11-18,1
9614,NYC,2020-11-25,1
9615,NYC,2020-12-27,1
9575,NYC,2021-01-21,2
9595,NYC,2021-01-22,1
9556,NYC,2021-01-28,6
9565,NYC,2021-01-29,3
9594,NYC,2021-01-30,1
9578,NYC,2021-01-31,2
9577,NYC,2021-02-01,2
9576,NYC,2021-02-02,2
9564,NYC,2021-02-14,3
9574,NYC,2021-02-15,2
9584,NYC,2021-02-20,1
9573,NYC,2021-02-23,2
9583,NYC,2021-03-14,1
9580,NYC,2021-03-16,1
9579,NYC,2021-06-22,1
9581,NYC,2021-07-10,1
9582,NYC,2021-08-01,1
9585,NYC,2021-08-05,1
9586,NYC,2021-09-15,1
9591,NYC,2021-11-16,1
9592,NYC,2021-11-30,1
9593,NYC,2022-01-15,1
9569,NYC,2022-02-16,2
9568,NYC,2022-04-09,2
9590,NYC,2022-04-30,1
9559,NYC,2022-06-11,3
9587,NYC,2022-07-04,1
9588,NYC,2022-10-11,1
9589,NYC,2022-10-16,1
9642,NYT,2019-02-06,1
9631,NYT,2020-02-13,1
9632,NYT,2020-02-18,1
9633,NYT,2020-03-11,1
9634,NYT,2020-03-19,1
9629,NYT,2020-04-14,2
9635,NYT,2020-05-06,1
9636,NYT,2020-12-01,1
9628,NYT,2021-01-28,2
9630,NYT,2021-01-29,1
9627,NYT,2021-01-30,2
9626,NYT,2021-01-31,5
9637,NYT,2021-02-02,1
9638,NYT,2021-05-20,1
9639,NYT,2022-02-12,1
9640,NYT,2022-03-15,1
9641,NYT,2022-05-11,1
9643,OB,2021-09-09,1
9644,OB,2021-09-15,1
9648,OCC,2020-03-07,1
9649,OCC,2020-04-22,1
9647,OCC,2021-02-01,1
9646,OCC,2021-07-09,1
9645,OCC,2022-03-11,2
9655,OCGN,2021-01-28,1
9651,OCGN,2021-02-08,3
9656,OCGN,2021-02-22,1
9650,OCGN,2021-03-03,6
9653,OCGN,2021-04-02,2
9662,OCGN,2021-04-22,1
9663,OCGN,2021-04-23,1
9664,OCGN,2021-04-24,1
9657,OCGN,2021-05-01,1
9658,OCGN,2021-06-14,1
9659,OCGN,2021-08-06,1
9660,OCGN,2021-08-07,1
9654,OCGN,2021-08-10,2
9661,OCGN,2021-09-12,1
9665,OCGN,2021-09-13,1
9652,OCGN,2021-10-21,3
9670,OCGN,2021-10-25,1
9669,OCGN,2021-10-27,1
9666,OCGN,2021-11-03,1
9667,OCGN,2021-12-06,1
9668,OCGN,2021-12-19,1
9671,OCN,2021-06-08,1
9672,ODP,2020-02-20,1
9674,OFC,2021-01-31,2
9673,OFC,2021-02-03,2
9675,OFS,2020-03-30,2
9676,OGI,2021-01-27,1
9677,OGI,2021-02-10,1
9739,OI,2020-03-21,1
9740,OI,2020-04-17,1
9741,OI,2020-04-24,1
9746,OI,2020-04-30,1
9711,OI,2020-05-02,2
9747,OI,2020-05-05,1
9683,OI,2020-05-27,3
9710,OI,2020-06-04,2
9742,OI,2020-06-23,1
9743,OI,2020-07-30,1
9744,OI,2020-08-15,1
9745,OI,2020-09-29,1
9719,OI,2020-10-17,1
9722,OI,2021-01-06,1
9720,OI,2021-01-09,1
9721,OI,2021-01-10,1
9690,OI,2021-01-11,3
9712,OI,2021-01-14,1
9714,OI,2021-01-16,1
9689,OI,2021-01-19,3
9715,OI,2021-01-22,1
9718,OI,2021-01-23,1
9679,OI,2021-01-25,5
9716,OI,2021-01-26,1
9709,OI,2021-01-28,2
9717,OI,2021-01-29,1
9708,OI,2021-01-30,2
9707,OI,2021-02-01,2
9706,OI,2021-02-03,2
9736,OI,2021-03-03,1
9688,OI,2021-03-04,3
9735,OI,2021-03-10,1
9705,OI,2021-03-12,2
9681,OI,2021-03-14,4
9703,OI,2021-03-15,2
9726,OI,2021-03-16,1
9727,OI,2021-04-08,1
9728,OI,2021-04-17,1
9725,OI,2021-04-21,1
9730,OI,2021-04-24,1
9729,OI,2021-05-03,1
9702,OI,2021-05-09,2
9724,OI,2021-05-11,1
9701,OI,2021-05-14,2
9731,OI,2021-05-28,1
9738,OI,2021-06-02,1
9700,OI,2021-06-03,2
9687,OI,2021-06-04,3
9737,OI,2021-06-08,1
9733,OI,2021-06-10,1
9699,OI,2021-06-14,2
9698,OI,2021-06-16,2
9732,OI,2021-06-21,1
9734,OI,2021-06-24,1
9686,OI,2021-07-11,3
9723,OI,2021-07-23,1
9697,OI,2021-07-27,2
9713,OI,2021-08-09,1
9696,OI,2021-08-30,2
9680,OI,2021-09-14,4
9695,OI,2021-09-15,2
9685,OI,2021-09-16,3
9678,OI,2021-09-17,11
9752,OI,2021-09-19,1
9684,OI,2021-09-21,3
9751,OI,2021-09-22,1
9754,OI,2021-09-25,1
9694,OI,2021-09-27,2
9755,OI,2021-10-03,1
9693,OI,2021-11-11,2
9756,OI,2021-12-26,1
9757,OI,2022-01-21,1
9753,OI,2022-02-06,1
9750,OI,2022-02-16,1
9749,OI,2022-03-09,1
9692,OI,2022-03-13,2
9682,OI,2022-04-12,3
9704,OI,2022-04-13,2
9691,OI,2022-05-23,2
